Study_ID,Site_ID,Exp_ID,Study_Code,Study_title,Country,Site,Vector,Vector_subtype,Lat,Long,Method_screen,n_total,n_human,n_mammPet,n_mammFarmed,n_mammWild,n_birdDomest,n_birdWild,n_others,n_birdZoo,n_mammZoo,n_unidentified,...1.y,bio1_b10,bio12_b10,bio14_b10,bio15_b10,bio1_b20,bio12_b20,bio14_b20,bio15_b20,elevation,cropland_b10,water_b10,urban_b10,grassland_b10,treecover_b10,shrubland_b10,cropland_b20,water_b20,urban_b20,grassland_b20,treecover_b20,shrubland_b20,realm,NDVI.mean,NDVI.SD,glw3_buffalo_b10,glw3_cattle_b10,glw3_chicken_b10,glw3_duck_b10,glw3_horse_b10,glw3_goat_b10,glw3_pig_b10,glw3_sheep_b10,glw3_buffalo_b20,glw3_cattle_b20,glw3_chicken_b20,glw3_duck_b20,glw3_horse_b20,glw3_goat_b20,glw3_pig_b20,glw3_sheep_b20,gpw4_human_b10,gpw4_human_b20,glw3_sheep.goat_b10,glw3_cattle2_b10,glw3_ruminant_b10,glw3_poultry_b10,glw3_livestock_b10,glw3_sheep.goat_b20,glw3_cattle2_b20,glw3_ruminant_b20,glw3_poultry_b20,glw3_livestock_b20,landcov_PC1,landcov_PC2,farmed_PC1,farmed_PC2
P_3,S_76,E_201,asigau_2019_assessing_the_blood,"Assessing the blood meal hosts of Culex quinquefasciatus and Aedes taeniorhynchus in Isla Santa Cruz, Galápagos",Galápagos,Santa Cruz Island,Cx. pipiens complex,Cx_quinquefasciatus,-0.652,-90.406,DNA,69,68,0,0,0,0,1,0,0,0,6,51,22.3,679,35,34,22.3,679,35,34,497,0.032970357,0,0.000907441,0.127041742,0.359951603,0.285238959,0.008238228,0,0.00022674,0.15675308,0.150555514,0.103015645,Neotropical,4958,2511,0,763.3032872,0,0,0,0,0,0,0,763.3032872,0,0,0,0,0,0,1.506163359,1.506163359,0,763.3032872,763.3032872,0,763.3032872,0,763.3032872,763.3032872,0,763.3032872,-0.419931981,0.261754375,0.054298374,-0.181759505
P_21,S_47,E_164,ejiri_2011_entomological_study_on,Entomological Study on Transmission of Avian Malaria Parasites in a Zoological Garden in Japan: Bloodmeal Identification and Detection of Avian Malaria Parasite DNA From Blood-Fed Mosquitoes,Japan,Ueno Zoological Gardens in Tokyo,Cx. pipiens complex,Cx_pipiens_f_pallens,35.714,139.774,DNA,77,0,0,15,0,0,5,57,52,5,54,52,15.4,1429,46,41,15.4,1429,46,41,13,0.010630408,0.07144623,0.902843016,0.000494438,0.003461063,0,0.002649415,0.017806531,0.225015404,0.000492914,0.002033272,0,Sino-Japanese,2104,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17944.80273,17944.80273,0,0,0,0,0,0,0,0,0,0,0.149286962,-0.985064623,0.041863822,-0.21558238
P_34,S_67,E_191,goodman_2018_primary_blood-hosts_of,Primary_blood-hosts_of_mosquitoes_are_influenced_by_social_and_ecological_conditions_in_a_complex_urban_landscape,USA,Harlem Park,Ae. albopictus,NA,39.297,-76.639,DNA,44,2,32,0,9,0,0,1,0,0,0,53,13.3,1091,76,11,13.3,1091,76,11,68,0.031809614,0.056786051,0.721017908,0.027803959,0.072808671,0.001178134,0.007940242,0.014174803,0.179978826,0.05811081,0.21773909,0.000294083,Nearctic,3331,2954,0,214.1804551,3.991095104,54.90694419,4.881059991,0.360660629,0.403866935,0.39086932,0,214.1804551,3.991095104,54.90694419,4.881059991,0.360660629,0.403866935,0.39086932,5001.522461,5001.522461,0.751529949,214.1804551,214.931985,58.89803929,220.216912,0.751529949,214.1804551,214.931985,58.89803929,220.216912,0.193127062,-0.518540623,0.044681459,-0.208677908
P_34,S_66,E_190,goodman_2018_primary_blood-hosts_of,Primary_blood-hosts_of_mosquitoes_are_influenced_by_social_and_ecological_conditions_in_a_complex_urban_landscape,USA,Franklin Square,Ae. albopictus,NA,39.291,-76.643,DNA,53,4,38,0,9,0,0,2,0,0,0,54,13.3,1091,76,11,13.3,1091,76,11,25,0.031499765,0.060178655,0.699576869,0.026328162,0.086976963,0.001175364,0.007876793,0.015048201,0.17493534,0.055549024,0.212790971,0.00029391,Nearctic,3262,3019,0,214.1804551,3.991095104,54.90694419,4.881059991,0.360660629,0.403866935,0.39086932,0,214.1804551,3.991095104,54.90694419,4.881059991,0.360660629,0.403866935,0.39086932,7668.406738,7668.406738,0.751529949,214.1804551,214.931985,58.89803929,220.216912,0.751529949,214.1804551,214.931985,58.89803929,220.216912,0.204613962,-0.476657479,0.044681459,-0.208677908
P_34,S_68,E_192,goodman_2018_primary_blood-hosts_of,Primary_blood-hosts_of_mosquitoes_are_influenced_by_social_and_ecological_conditions_in_a_complex_urban_landscape,USA,Hollins Market,Ae. albopictus,NA,39.287,-76.634,DNA,32,10,18,0,4,0,0,0,0,0,0,55,13.3,1091,76,11,13.3,1091,76,11,25,0.032470588,0.074823529,0.696470588,0.024941176,0.075529412,0.001176471,0.008115737,0.018701482,0.174076688,0.052105387,0.206598447,0.000294048,Nearctic,3123,3056,0,214.1804551,3.991095104,54.90694419,4.881059991,0.360660629,0.403866935,0.39086932,0,214.1804551,3.991095104,54.90694419,4.881059991,0.360660629,0.403866935,0.39086932,5793.152832,5793.152832,0.751529949,214.1804551,214.931985,58.89803929,220.216912,0.751529949,214.1804551,214.931985,58.89803929,220.216912,0.237606102,-0.477916363,0.044681459,-0.208677908
P_34,S_69,E_193,goodman_2018_primary_blood-hosts_of,Primary_blood-hosts_of_mosquitoes_are_influenced_by_social_and_ecological_conditions_in_a_complex_urban_landscape,USA,Union Square,Ae. albopictus,NA,39.286,-76.642,DNA,44,6,38,0,0,0,0,0,0,0,0,56,13.3,1091,76,11,13.3,1091,76,11,25,0.031367925,0.067688679,0.691745283,0.024292453,0.088207547,0.001179245,0.007823529,0.016882353,0.172529412,0.053176471,0.208588235,0.000294118,Nearctic,3194,3062,0,214.1804551,3.991095104,54.90694419,4.881059991,0.360660629,0.403866935,0.39086932,0,214.1804551,3.991095104,54.90694419,4.881059991,0.360660629,0.403866935,0.39086932,7668.406738,7668.406738,0.751529949,214.1804551,214.931985,58.89803929,220.216912,0.751529949,214.1804551,214.931985,58.89803929,220.216912,0.222345578,-0.460456389,0.044681459,-0.208677908
P_25,S_52,E_173,faraji_2014_comparative_host_feeding,"Comparative_Host_Feeding_Patterns_of_the_Asian_Tiger_Mosquito,_Aedes_albopictus,_in_Urban_and_Suburban_Northeastern_USA_and_Implications_for_Disease_Transmission",USA,"Monmouth_County,_New_Jersey",Cx. pipiens complex,Cx_pipiens_f_pipiens,40.733,-74.283,DNA,82,0,2,0,1,0,79,0,0,0,0,19,11.1,1224,80,10,11.1,1224,80,10,73,0.000230627,0.008071956,0.625461255,0.045664207,0.17297048,0.003920664,5.76e-05,0.002015665,0.156185211,0.044402211,0.15883437,0.005355909,Nearctic,4183,2752,0,130.5440379,855.9557196,66.22288578,528.4467001,32.60821515,60.25378245,35.95202355,0,130.5440379,855.9557196,66.22288578,528.4467001,32.60821515,60.25378245,35.95202355,1342.4729,1342.4729,68.5602387,130.5440379,199.1042766,922.1786054,787.8047592,68.5602387,130.5440379,199.1042766,922.1786054,787.8047592,0.008949653,-0.378695158,0.044129993,-0.514968572
P_25,S_51,E_171,faraji_2014_comparative_host_feeding,"Comparative_Host_Feeding_Patterns_of_the_Asian_Tiger_Mosquito,_Aedes_albopictus,_in_Urban_and_Suburban_Northeastern_USA_and_Implications_for_Disease_Transmission",USA,"Mercer_County,_New_Jersey",Cx. pipiens complex,Cx_pipiens_f_pipiens,40.217,-74.733,DNA,45,0,1,0,6,0,38,0,0,0,0,18,11.5,1142,74,14,11.5,1142,74,14,19,0.004414498,0.060873606,0.490009294,0.077369888,0.200046468,0.000697026,0.001102536,0.015203389,0.122381477,0.128706551,0.369175419,0.000406197,Nearctic,5213,2030,0,43.86911826,178.5886782,34.67376912,119.2353879,11.80492273,80.37315869,54.86795807,0,43.86911826,178.5886782,34.67376912,119.2353879,11.80492273,80.37315869,54.86795807,6289.586914,6289.586914,66.6728808,43.86911826,110.5419991,213.2624473,310.1505457,66.6728808,43.86911826,110.5419991,213.2624473,310.1505457,-0.180001273,-0.288948646,0.041803621,-0.278475906
P_51,S_99,E_228,kenney_2017_entomological_investigations_during,"Entomological Investigations During Early Stages of A Chikungunya Outbreak In the United States Virgin Islands, 2014",United States Virgin Islands,St._Croix,Cx. pipiens complex,Cx_quinquefasciatus,17.716,-64.697,DNA,51,0,4,0,0,33,7,7,0,0,0,57,26.2,1103,43,38,26.2,1103,43,38,59,0.114697406,0.661095101,0.030835735,0.034005764,0.108645533,0,0.028684685,0.165333333,0.007711712,0.015279279,0.041441441,0,Panamanian,146,4591,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,155.9123383,155.9123383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.061235986,0.519290286,-0.025328899,-0.068896426
P_51,S_101,E_2,kenney_2017_entomological_investigations_during,"Entomological Investigations During Early Stages of A Chikungunya Outbreak In the United States Virgin Islands, 2014",United States Virgin Islands,St._Thomas,Cx. pipiens complex,Cx_quinquefasciatus,18.324,-64.942,DNA,17,0,3,1,1,9,0,3,0,0,0,58,26.3,1095,44,35,26.3,1095,44,35,13,0.001722158,0.778415614,0.130597015,0,0.052812859,0,0.000431282,0.19493962,0.032705578,0,0.013729155,0,Panamanian,-1146,3836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.70493317,69.70493317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.271096689,0.272653574,1.00949243611609e-17,1.89175066220564e-18
P_53,S_103,E_4,khalil_2021_host_associations_of,Host Associations of Culex pipiens: A Two-Year Analysis of Bloodmeal Sources and Implications for Arboviral Transmission in Southeastern Virginia,USA,Suffolk,Cx. pipiens complex,Cx_pipiens_sl,36.72819,-76.58319,DNA,269,0,7,0,6,0,255,1,0,0,0,59,14.9,1180,74,17,14.9,1180,74,17,15,0.052387914,0.031189084,0.065545809,0.005847953,0.195662768,0,0.013081838,0.007788257,0.016367508,0.00559781,0.20803164,0.004320049,Nearctic,6450,1661,0,46.05332827,14175.01217,6.299862009,252.154458,27.15828544,33.72115492,11.13714465,0,46.05332827,14175.01217,6.299862009,252.154458,27.15828544,33.72115492,11.13714465,1270.344116,1270.344116,38.29543009,46.05332827,84.34875836,14181.31203,370.2243713,38.29543009,46.05332827,84.34875836,14181.31203,370.2243713,-0.416722699,0.126140116,0.020273187,-0.349385158
P_84,S_155,E_83,pereira_2018_potential_of_aedes,Potential of Aedes albopictus as a bridge vector for enzootic pathogens at the urban-forest interface in Brazil,Brazil,Adolpho Ducke,Ae. albopictus,NA,-3.004,-59.927,DNA,61,42,14,0,4,0,1,0,0,0,0,60,27.4,2165,65,44,27.4,2165,65,44,82,0.08959276,0.002111614,0.293815988,0.000301659,0.596078431,0.01025641,0.022413403,0.000528262,0.073503886,0.000226398,0.563353709,0.009508716,Neotropical,6206,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701.008728,701.008728,0,0,0,0,0,0,0,0,0,0,-0.45824269,0.423486386,0.041863822,-0.21558238
P_12,S_32,E_143,campbell_2013_host-selection_patterns_of,Host-Selection Patterns of Culex tarsalis (Diptera: Culicidae) Determine the Spatial Heterogeneity of West Nile Virus Enzootic Activity in Northern California,USA,Sutter County,Cx. pipiens complex,Cx_pipiens_sl,38.916,-121.5953333,DNA,151,2,0,0,0,22,127,0,0,0,27,61,16.5,491,1,85,16.5,491,1,85,9,0.029988194,0.014403778,0.001652893,0.006847698,0.00094451,0,0.007506354,0.003605414,0.000413736,0.103611325,0.000886577,0.000236421,Nearctic,4690,2318,0,101.5835033,4.95e-08,17.54433647,17.87468834,32.40351459,1.179396915,267.7190177,0,101.5835033,4.95e-08,17.54433647,17.87468834,32.40351459,1.179396915,267.7190177,20.82014656,20.82014656,300.1225323,101.5835033,401.7060356,17.54433652,420.7601208,300.1225323,101.5835033,401.7060356,17.54433652,420.7601208,-0.124599746,-0.027763303,0.050875591,-0.202196416
P_52,S_102,E_3,kent_2010_comparison_of_engorged,"Comparison of engorged Culex quinquefasciatus collection and blood-feeding pattern among four mosquito collection methods in Puerto Barrios, Guatemala, 2007",Guatemala,NA,Cx. pipiens complex,Cx_quinquefasciatus,15.78,-88.531,DNA,224,1,14,0,0,208,1,0,0,0,208,62,27,2753,92,41,27,2753,92,41,20,0.061498106,0.283007869,0.012532789,0,0.609734771,0,0.015357741,0.070674722,0.003129777,0,0.514447922,0,Panamanian,4410,5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.91609955,83.91609955,0,0,0,0,0,0,0,0,0,0,0.305801334,1.099794045,0.041863822,-0.21558238
P_69,S_122,E_30,martinez-de_2020_do_invasive_mosquito,Do Invasive Mosquito and Bird Species Alter Avian Malaria Parasite Transmission?,Spain,"Ciutat Vella, inlcuding Zoo",Ae. albopictus,NA,41.383,2.138,DNA,20,18,2,0,0,0,0,0,0,0,0,63,16.1,613,27,30,16.1,613,27,30,82,0.040639269,0.227853881,0.469863014,0.0043379,0.024429224,0.007990868,0.010148811,0.056901762,0.117338503,0.002508695,0.051998404,0.012771538,Palearctic,2060,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926.70117,15926.70117,0,0,0,0,0,0,0,0,0,0,0.491343323,-0.244097121,0.041863822,-0.21558238
P_69,S_122,E_31,martinez-de_2020_do_invasive_mosquito,Do Invasive Mosquito and Bird Species Alter Avian Malaria Parasite Transmission?,Spain,"Ciutat Vella, inlcuding Zoo",Cx. pipiens complex,Cx_pipiens_sl,41.383,2.138,DNA,263,37,1,0,13,0,212,0,0,0,0,63,16.1,613,27,30,16.1,613,27,30,82,0.040639269,0.227853881,0.469863014,0.0043379,0.024429224,0.007990868,0.010148811,0.056901762,0.117338503,0.002508695,0.051998404,0.012771538,Palearctic,2060,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15926.70117,15926.70117,0,0,0,0,0,0,0,0,0,0,0.491343323,-0.244097121,0.041863822,-0.21558238
P_70,S_124,E_34,martinez-de_2020_mosquitoes_in_an,"Mosquitoes in an Urban Zoo: Identification of Blood Meals, Flight Distances of Engorged Females, and Avian Malaria Infections",Spain,Barcelona Zoo,Cx. pipiens complex,Cx_pipiens_sl,41.388,2.187,DNA,77,3,1,0,2,0,71,0,0,0,0,64,16.1,618,27,30,16.1,618,27,30,25,0.006385405,0.423945268,0.412314709,0.002052452,0.012314709,0.009350057,0.001597353,0.106052827,0.103143362,0.002224884,0.035826345,0.008956586,Palearctic,733,3540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15926.7002,15926.7002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808256615,-0.153146495,1.00949243611609e-17,1.89175066220564e-18
P_28,S_55,E_177,flies_2016_regional_comparison_of,Regional Comparison of Mosquito Bloodmeals in South Australia: Implications for Ross River Virus Ecology,Australia,"Adelaide (""city"")",Cx. pipiens complex,Cx_quinquefasciatus,-34.914,138.585,DNA,49,9,3,4,3,2,28,0,0,0,0,65,16.4,527,17,44,16.4,527,17,44,45,0.027923211,0.04263276,0.870855148,0,0.028920469,0.017452007,0.006972112,0.01064492,0.217442729,0,0.149464641,0.024153386,Australian,3026,3315,0.001189068,1518.551162,0,15.46199652,5.427998003,0,0,1620.294366,0.001189068,1518.551162,0,15.46199652,5.427998003,0,0,1620.294366,969.0460815,969.0460815,1620.294366,1518.552351,3138.846717,15.46199652,3144.274715,1620.294366,1518.552351,3138.846717,15.46199652,3144.274715,0.298443305,-0.645155895,0.102104508,-0.05944299
P_32,S_63,E_186,gonzalez_2020_avian_feeding_preferences,Avian Feeding Preferences of Culex pipiens and Culiseta spp. Along an Urban-to-Wild Gradient in Northern Spain,Spain,Vitoria-Gasteiz,Cx. pipiens complex,Cx_pipiens_sl,42.853,-2.683,DNA,48,0,0,0,0,0,48,0,0,0,0,66,11.5,922,45,20,11.5,922,45,20,518,0.101161233,0.000669942,0.098704779,0.083966056,0.184457347,0,0.025238175,0.00016714,0.024625327,0.13265363,0.308875146,0,Palearctic,5091,1980,0,422.8498328,829.2320436,3.359899358,32.39292681,171.1331473,672.9713776,546.6695352,0,422.8498328,829.2320436,3.359899358,32.39292681,171.1331473,672.9713776,546.6695352,858.4507446,858.4507446,717.8026825,422.8498328,1140.652515,832.591943,1846.01682,717.8026825,422.8498328,1140.652515,832.591943,1846.01682,-0.321360054,0.02314485,0.049706415,-0.155132234
P_47,S_88,E_216,kading_2013_host_selection_of,"Host Selection of Potential West Nile Virus Vectors in Puerto Barrios, Guatemala, 2007",Guatemala,Puerto Barrios,Cx. pipiens complex,Cx_quinquefasciatus,15.728,-88.595,DNA,678,2,0,4,0,668,4,0,0,0,64,67,27,2753,92,41,27,2753,92,41,9,0.06703585,0.293500437,0.025939959,0,0.596619061,0,0.016749199,0.073332362,0.006481212,0,0.648121177,0,Panamanian,4473,4845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.91610718,83.91610718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284154584,1.058165702,1.00949243611609e-17,1.89175066220564e-18
P_55,S_105,E_7,kim_2010_seasonal_changes_in,Seasonal changes in the feeding pattern of Culex pipiens pallens govern the transmission,Japan,"Rinshi-no-mori Park, Tokyo",Cx. pipiens complex,Cx_pipiens_f_pallens,35.625,139.703,DNA,214,0,0,0,0,0,214,0,0,0,0,68,15.7,1475,50,39,15.7,1475,50,39,33,0.021229326,0.094297704,0.87138978,0.001234263,0.004196495,0,0.005307659,0.023575881,0.21786089,0.000493736,0.004258471,0,Sino-Japanese,2033,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18125.2168,18125.2168,0,0,0,0,0,0,0,0,0,0,0.219578721,-0.895031645,0.041863822,-0.21558238
P_56,S_106,E_8,kim_2012_avian_plasmodium_lineages,"Avian Plasmodium lineages found in spot surveys of mosquitoes from 2007 to 2010 at Sakata wetland, Japan: do dominant lineages persist for multiple years?",Japan,Sakata wetland,Cx. pipiens complex,Cx_pipiens_f_pallens,37.787,138.837,DNA,14,0,0,0,1,0,13,0,0,0,7,69,13.1,2012,102,30,13.1,2012,102,30,62,0.319577735,0.458013436,0.044385797,0,0.05134357,0,0.079951981,0.114585834,0.011104442,0.000420168,0.021848739,0,Sino-Japanese,615,3868,0,273.2843736,189144.4921,7997.240682,1.53e-07,0,3650.335279,0,0,273.2843736,189144.4921,7997.240682,1.53e-07,0,3650.335279,0,1141.251831,1141.251831,0,273.2843736,273.2843736,197141.7328,3923.619653,0,273.2843736,273.2843736,197141.7328,3923.619653,0.697880735,0.396155288,-0.472234013,-0.011877954
P_58,S_109,E_12,kobayashi_2008_distribution_and_ecology,Distribution and Ecology of Potential Vector Mosquitoes of West Nile Fever in Japan,Japan,Narita International Airport,Cx. pipiens complex,Cx_pipiens_f_pallens,35.774,140.306,DNA,112,24,21,0,0,0,67,0,0,0,22,70,14.8,1422,51,36,14.8,1422,51,36,28,0.630386604,0.022162029,0.132479685,0,0.104654026,0,0.157684016,0.005543579,0.033138281,0,0.101077918,0,Sino-Japanese,4966,1730,0,1292.8915,252601.0427,6338.523731,16.99294294,0.000241107,11730.73526,1.891347028,0,1292.8915,252601.0427,6338.523731,16.99294294,0.000241107,11730.73526,1.891347028,611.869812,611.869812,1.891588135,1292.8915,1294.783088,258939.5664,13042.51129,1.891588135,1292.8915,1294.783088,258939.5664,13042.51129,-0.487701299,0.192606353,-0.763238672,0.143274048
P_59,S_111,E_15,komar_2018_focal_amplification_and,Focal amplification and suppression of West Nile virus transmission associated with communal bird roosts in northern Colorado,USA,Wellington,Cx. pipiens complex,Cx_pipiens_sl,40.702594,-105.003284,DNA,65,0,0,1,0,2,62,0,0,0,0,71,8.5,366,10,54,8.5,366,10,54,1581,0.036891861,0.049573438,0.006456076,0.34171086,0.131427254,0.006225501,0.009214997,0.012382653,0.001612625,0.394920233,0.099694753,0.032713241,Nearctic,3010,1587,0.375946284,1340.883569,276.6150742,2.846086,274.7467513,20.26916502,20.53877316,16.76459197,0.375946284,1340.883569,276.6150742,2.846086,274.7467513,20.26916502,20.53877316,16.76459197,1544.140015,1544.140015,37.03375699,1341.259515,1378.293272,279.4611602,1673.578797,37.03375699,1341.259515,1378.293272,279.4611602,1673.578797,-0.227318032,-0.293945069,0.064883272,-0.315006728
P_59,S_110,E_14,komar_2018_focal_amplification_and,Focal amplification and suppression of West Nile virus transmission associated with communal bird roosts in northern Colorado,USA,Loveland,Cx. pipiens complex,Cx_pipiens_sl,40.4166508,-105.0711679,DNA,385,0,0,0,0,0,385,0,0,0,0,72,9.1,373,10,51,9.1,373,10,51,1515,0.116516099,0.058605513,0.117442669,0.099142923,0.186472087,0.037989344,0.029105428,0.014639509,0.029336882,0.066543224,0.153338734,0.084770281,Nearctic,3145,1878,2.202598349,1092.810604,488.0215912,3.38221745,421.3966053,21.36514948,18.62092166,19.66398188,2.202598349,1092.810604,488.0215912,3.38221745,421.3966053,21.36514948,18.62092166,19.66398188,1628.610718,1628.610718,41.02913136,1095.013202,1136.042334,491.4038087,1576.059861,41.02913136,1095.013202,1136.042334,491.4038087,1576.059861,-0.135260348,-0.048630157,0.061083407,-0.413101679
P_60,S_113,E_17,komar_2018_forage_ratio_analysis,"Forage Ratio Analysis of the Southern House Mosquito in College Station, Texas",USA,"College Station, Texas A&M University main Campus",Cx. pipiens complex,Cx_quinquefasciatus,30.600641,-96.349881,DNA,310,0,0,3,9,0,298,0,0,0,0,73,20.1,994,52,25,20.1,994,52,25,102,0.077426105,0.000523149,0.155636934,0.543290609,0.046560293,0.028250065,0.019329981,0.000130608,0.038855874,0.597074381,0.046561745,0.019395285,Nearctic,5181,1411,0,1621.143282,1693.39365,6.652678218,554.8208517,122.5895659,51.11605498,45.20217039,0,1621.143282,1693.39365,6.652678218,554.8208517,122.5895659,51.11605498,45.20217039,50.10208893,50.10208893,167.7917363,1621.143282,1788.935018,1700.046328,2394.871925,167.7917363,1621.143282,1788.935018,1700.046328,2394.871925,-0.561621847,-0.637031562,0.072914372,-0.452216577
P_61,S_114,E_18,kothera_2020_bloodmeal_host_selection,"Bloodmeal, Host Selection, and Genetic Admixture Analyses of Culex pipiens Complex (Diptera: Culicidae) Mosquitoes in Chicago, IL",USA,Chicago,Cx. pipiens complex,Cx_pipiens_f_pipiens,41.80921667,-87.66076667,DNA,821,2,0,0,0,0,819,0,0,0,1,74,10.1,931,38,26,10.1,931,38,26,183,0.003630588,0.149988654,0.831404584,0.001815294,0.002269117,0.000226912,0.000907132,0.037475904,0.207733303,0.007937408,0.01729221,0.000510262,Nearctic,1748,2394,0,0,1.236116555,1.315071908,55.78999797,0.018749521,79.64796691,0.185552917,0,0,1.236116555,1.315071908,55.78999797,0.018749521,79.64796691,0.185552917,2904.946045,2904.946045,0.204302438,0,0.204302438,2.551188463,135.6422673,0.204302438,0,0.204302438,2.551188463,135.6422673,0.402075915,-0.755450735,0.03982703,-0.247739024
P_71,S_125,E_35,mbewe_2022_blood-feeding_patterns_of,Blood-feeding patterns of Anopheles vectors of Human malaria in Malawi: implications for malaria transmission and effectiveness of LLIN interventions,Malawi,Namanolo (Balaka),An. funestus,NA,-15.001,35.19001,DNA,95,84,0,11,0,0,0,0,0,0,0,75,23.3,1036,5,106,23.3,1036,5,106,502,0.020461853,0.032446653,0.000292312,0,0.041216019,0.036831336,0.005116211,0.008112849,7.31e-05,0,0.111825756,0.027992983,Afrotropical,4674,1974,0,454.5121844,34927.55518,462.5481133,0,4319.283864,923.3361826,817.2489752,0,454.5121844,34927.55518,462.5481133,0,4319.283864,923.3361826,817.2489752,333.0012207,333.0012207,5136.532839,454.5121844,5591.045024,35390.10329,6514.381206,5136.532839,454.5121844,5591.045024,35390.10329,6514.381206,-0.175110295,-0.019276552,0.198980773,0.442137691
P_71,S_125,E_36,mbewe_2022_blood-feeding_patterns_of,Blood-feeding patterns of Anopheles vectors of Human malaria in Malawi: implications for malaria transmission and effectiveness of LLIN interventions,Malawi,Namanolo (Balaka),An. gambiae,NA,-15.001,35.19001,DNA,34,29,0,5,0,0,0,0,0,0,0,75,23.3,1036,5,106,23.3,1036,5,106,502,0.020461853,0.032446653,0.000292312,0,0.041216019,0.036831336,0.005116211,0.008112849,7.31e-05,0,0.111825756,0.027992983,Afrotropical,4674,1974,0,454.5121844,34927.55518,462.5481133,0,4319.283864,923.3361826,817.2489752,0,454.5121844,34927.55518,462.5481133,0,4319.283864,923.3361826,817.2489752,333.0012207,333.0012207,5136.532839,454.5121844,5591.045024,35390.10329,6514.381206,5136.532839,454.5121844,5591.045024,35390.10329,6514.381206,-0.175110295,-0.019276552,0.198980773,0.442137691
P_71,S_126,E_37,mbewe_2022_blood-feeding_patterns_of,Blood-feeding patterns of Anopheles vectors of Human malaria in Malawi: implications for malaria transmission and effectiveness of LLIN interventions,Malawi,Ntaja (Machinga),An. funestus,NA,-14.872,35.528,DNA,91,81,3,7,0,0,0,0,0,0,0,76,23,1101,5,107,23,1101,5,107,723,0.050688544,0,0.000585995,0,0.003515968,0,0.012638808,0,0.000146113,0,0.062682642,0.011762127,Afrotropical,4831,1618,0,354.6494619,21080.91404,594.4296196,0,4702.918901,197.4559742,566.5549646,0,354.6494619,21080.91404,594.4296196,0,4702.918901,197.4559742,566.5549646,1667.345337,1667.345337,5269.473866,354.6494619,5624.123328,21675.34366,5821.579302,5269.473866,354.6494619,5624.123328,21675.34366,5821.579302,-0.249798138,-0.097222689,0.25300578,0.457005881
P_71,S_126,E_38,mbewe_2022_blood-feeding_patterns_of,Blood-feeding patterns of Anopheles vectors of Human malaria in Malawi: implications for malaria transmission and effectiveness of LLIN interventions,Malawi,Ntaja (Machinga),An. gambiae,NA,-14.872,35.528,DNA,66,54,0,12,0,0,0,0,0,0,0,76,23,1101,5,107,23,1101,5,107,723,0.050688544,0,0.000585995,0,0.003515968,0,0.012638808,0,0.000146113,0,0.062682642,0.011762127,Afrotropical,4831,1618,0,354.6494619,21080.91404,594.4296196,0,4702.918901,197.4559742,566.5549646,0,354.6494619,21080.91404,594.4296196,0,4702.918901,197.4559742,566.5549646,1667.345337,1667.345337,5269.473866,354.6494619,5624.123328,21675.34366,5821.579302,5269.473866,354.6494619,5624.123328,21675.34366,5821.579302,-0.249798138,-0.097222689,0.25300578,0.457005881
P_72,S_127,E_39,mbotha_2020_relative_distribution_diversity,"Relative Distribution, Diversity, and Bloodmeal Sources of Mosquitoes and Known Vectors of Rift Valley Fever Phlebovirus in Three Differing Ecosystems in Bura, Tana River County, Kenya",Kenya,"Bura, Tana RiverCounty",An. funestus,NA,1.2225,39.829,DNA,100,8,0,92,0,0,0,0,0,0,0,77,28,289,1,118,28,289,1,118,220,0,0,0,0.125755744,0,0.078295042,0,0,0,0.052122677,0,0.319081432,Afrotropical,2305,659,0,1649.424808,363.0783019,174.8978139,0,2188.492646,8.498143802,2493.886698,0,1649.424808,363.0783019,174.8978139,0,2188.492646,8.498143802,2493.886698,17.85816765,17.85816765,4682.379344,1649.424808,6331.804152,537.9761158,6340.302296,4682.379344,1649.424808,6331.804152,537.9761158,6340.302296,-0.212074051,-0.436480949,0.232818093,0.282545407
