"","Study_ID","Site_ID","Exp_ID","Study_Code","Study_title","Country","Site","Vector","Vector_subtype","Lat","Long","Method_screen","Indoors_Outside","n_total","n_human","n_mammPet","n_mammFarmed","n_mammWild","n_birdDomest","n_birdWild","n_others","n_birdZoo","n_mammZoo","n_unidentified","bio1_b10","bio12_b10","bio14_b10","bio15_b10","bio1_b20","bio12_b20","bio14_b20","bio15_b20","elevation","cropland_b10","water_b10","urban_b10","grassland_b10","treecover_b10","shrubland_b10","cropland_b20","water_b20","urban_b20","grassland_b20","treecover_b20","shrubland_b20","realm","NDVI.mean","NDVI.SD","glw3_buffalo_b10","glw3_cattle_b10","glw3_chicken_b10","glw3_duck_b10","glw3_horse_b10","glw3_goat_b10","glw3_pig_b10","glw3_sheep_b10","glw3_buffalo_b20","glw3_cattle_b20","glw3_chicken_b20","glw3_duck_b20","glw3_horse_b20","glw3_goat_b20","glw3_pig_b20","glw3_sheep_b20","glw3_sheep.goat_b10","glw3_cattle2_b10","glw3_ruminant_b10","glw3_poultry_b10","glw3_livestock_b10","glw3_sheep.goat_b20","glw3_cattle2_b20","glw3_ruminant_b20","glw3_poultry_b20","glw3_livestock_b20","gpw4_human_b10","gpw4_human_b20","landcov_PC1","landcov_PC2","farmed_PC1","farmed_PC2"
"51","P_1","S_53","E_62","flies_2016_regional_comparison_of","Regional Comparison of Mosquito Bloodmeals in South Australia: Implications for Ross River Virus Ecology","Australia","Adelaide (""city"")","Cx. pipiens complex","Cx_quinquefasciatus",-34.914,138.585,"DNA","Outside",49,9,3,4,3,2,28,0,0,0,0,16.4,527,17,44,16.4,527,17,44,45,0.0279232111692845,0.0426327599102468,0.870855148342059,0,0.0289204687110446,0.0174520069808028,0.00697211155378486,0.0106449203187251,0.217442729083665,0,0.149464641434263,0.0241533864541833,"Australian",3026,3315,0.00118906819111461,1518.55116164737,0,15.4619965191699,5.42799800341965,0,0,1620.2943658307,0.00118906819111461,1518.55116164737,0,15.4619965191699,5.42799800341965,0,0,1620.2943658307,1620.2943658307,1518.55235071556,3138.84671654627,15.4619965191699,3144.27471454969,1620.2943658307,1518.55235071556,3138.84671654627,15.4619965191699,3144.27471454969,969.046081542969,969.046081542969,-0.358164843869168,0.661030624088942,0.0384612862381506,-0.121479372281191
"52","P_1","S_54","E_63","flies_2016_regional_comparison_of","Regional Comparison of Mosquito Bloodmeals in South Australia: Implications for Ross River Virus Ecology","Australia","Adelaide (""River"")","Cx. pipiens complex","Cx_globocoxitus",-34.819,139.346,"DNA","Outside",8,0,2,3,0,0,3,0,0,0,0,15.9,315,15,26,15.9,315,15,26,72,0.3512571570824,0.0102066218571073,0.000248941996514812,0.201643017176998,0.0936021906895693,0.160318645755539,0.0879072954956077,0.00255435798392623,6.23014142421033e-05,0.129586941623575,0.103420347641891,0.149211887109837,"Australian",4072,1844,1.85671506731538e-06,83.3037268047121,8.7215898362811,1.85141545672599e-06,0.207782806055831,0.000375819525579851,304.715190597843,2921.21947319172,1.85671506731538e-06,83.3037268047121,8.7215898362811,1.85141545672599e-06,0.207782806055831,0.000375819525579851,304.715190597843,2921.21947319172,2921.21984901125,83.3037286614271,3004.52357767268,8.72159168769656,3309.44655107658,2921.21984901125,83.3037286614271,3004.52357767268,8.72159168769656,3309.44655107658,0.88765412569046,0.88765412569046,0.398988963054599,0.0960052898354874,0.0426445134074761,-0.10664933108466
"53","P_1","S_56","E_65","garcia-rejon_2010_host-feeding_preference_of","Host-Feeding Preference of the Mosquito, Culex quinquefasciatus, in Yucatan State, Mexico","Mexico","Merida","Cx. pipiens complex","Cx_quinquefasciatus",20.97,-89.62,"DNA","Outside",240,16,24,3,0,0,197,0,0,0,0,25.8,990,18,70,25.8,990,18,70,12,0.0919117647058824,0.000565610859728507,0.586821266968326,0.0953054298642534,0.189196832579186,0,0.0229779411764706,0.000141402714932127,0.146705316742081,0.0387443438914027,0.642392533936652,0,"Panamanian",4603,2017,0,340.288683415665,212063.216679053,15.0356729083995,22.5537026757551,194.360960528978,6399.08500189503,821.533290850559,0,340.288683415665,212063.216679053,15.0356729083995,22.5537026757551,194.360960528978,6399.08500189503,821.533290850559,1015.89425137954,340.288683415665,1356.1829347952,212078.252351961,7777.82163936598,1015.89425137954,340.288683415665,1356.1829347952,212078.252351961,7777.82163936598,1120.47009277344,1120.47009277344,0.142854059081143,0.455755560037449,-0.33024549983424,0.204030378325713
"54","P_1","S_59","E_69","goodman_2018_primary_blood-hosts_of","Primary_blood-hosts_of_mosquitoes_are_influenced_by_social_and_ecological_conditions_in_a_complex_urban_landscape","USA","Harlem Park","Ae. albopictus",NA,39.297,-76.639,"DNA","Outside",44,2,32,0,9,0,0,1,0,0,0,13.3,1091,76,11,13.3,1091,76,11,68,0.0318096135721018,0.0567860508953817,0.721017907634307,0.027803958529689,0.072808671065033,0.00117813383600377,0.00794024232443242,0.0141748029643571,0.179978826020468,0.0581108104928832,0.21773908951888,0.000294083049053053,"Nearctic",3331,2954,0,214.180455094075,3.99109510443363,54.9069441860351,4.88105999088748,0.360660629454438,0.403866935192423,0.390869320395231,0,214.180455094075,3.99109510443363,54.9069441860351,4.88105999088748,0.360660629454438,0.403866935192423,0.390869320395231,0.751529949849669,214.180455094075,214.931985043925,58.8980392904687,220.216911970005,0.751529949849669,214.180455094075,214.931985043925,58.8980392904687,220.216911970005,5001.5224609375,5001.5224609375,-0.248257353145074,0.540591518089223,-0.0662669018016,-0.209731981501184
"55","P_1","S_60","E_70","goodman_2018_primary_blood-hosts_of","Primary_blood-hosts_of_mosquitoes_are_influenced_by_social_and_ecological_conditions_in_a_complex_urban_landscape","USA","Franklin Square","Ae. albopictus",NA,39.291,-76.643,"DNA","Outside",53,4,38,0,9,0,0,2,0,0,0,13.3,1091,76,11,13.3,1091,76,11,25,0.0314997649271274,0.0601786553831688,0.699576868829337,0.0263281617301363,0.0869769628584861,0.00117536436295252,0.0078767928521044,0.015048201269692,0.174935339760169,0.0555490242181989,0.212790971079238,0.000293910181048672,"Nearctic",3262,3019,0,214.180455094075,3.99109510443363,54.9069441860351,4.88105999088748,0.360660629454438,0.403866935192423,0.390869320395231,0,214.180455094075,3.99109510443363,54.9069441860351,4.88105999088748,0.360660629454438,0.403866935192423,0.390869320395231,0.751529949849669,214.180455094075,214.931985043925,58.8980392904687,220.216911970005,0.751529949849669,214.180455094075,214.931985043925,58.8980392904687,220.216911970005,7668.40673828125,7668.40673828125,-0.258974016142907,0.497948630934149,-0.0662669018016,-0.209731981501184
"56","P_1","S_61","E_71","goodman_2018_primary_blood-hosts_of","Primary_blood-hosts_of_mosquitoes_are_influenced_by_social_and_ecological_conditions_in_a_complex_urban_landscape","USA","Hollins Market","Ae. albopictus",NA,39.287,-76.634,"DNA","Outside",32,10,18,0,4,0,0,0,0,0,0,13.3,1091,76,11,13.3,1091,76,11,25,0.0324705882352941,0.0748235294117647,0.696470588235294,0.0249411764705882,0.0755294117647059,0.00117647058823529,0.00811573747353564,0.0187014820042343,0.174076687838156,0.0521053869677723,0.206598447424135,0.000294048459186074,"Nearctic",3123,3056,0,214.180455094075,3.99109510443363,54.9069441860351,4.88105999088748,0.360660629454438,0.403866935192423,0.390869320395231,0,214.180455094075,3.99109510443363,54.9069441860351,4.88105999088748,0.360660629454438,0.403866935192423,0.390869320395231,0.751529949849669,214.180455094075,214.931985043925,58.8980392904687,220.216911970005,0.751529949849669,214.180455094075,214.931985043925,58.8980392904687,220.216911970005,5793.15283203125,5793.15283203125,-0.291150167586416,0.497760853088305,-0.0662669018016,-0.209731981501184
"57","P_1","S_62","E_72","goodman_2018_primary_blood-hosts_of","Primary_blood-hosts_of_mosquitoes_are_influenced_by_social_and_ecological_conditions_in_a_complex_urban_landscape","USA","Union Square","Ae. albopictus",NA,39.286,-76.642,"DNA","Outside",44,6,38,0,0,0,0,0,0,0,0,13.3,1091,76,11,13.3,1091,76,11,25,0.0313679245283019,0.067688679245283,0.691745283018868,0.0242924528301887,0.0882075471698113,0.00117924528301887,0.00782352941176471,0.0168823529411765,0.172529411764706,0.0531764705882353,0.208588235294118,0.000294117647058824,"Nearctic",3194,3062,0,214.180455094075,3.99109510443363,54.9069441860351,4.88105999088748,0.360660629454438,0.403866935192423,0.390869320395231,0,214.180455094075,3.99109510443363,54.9069441860351,4.88105999088748,0.360660629454438,0.403866935192423,0.390869320395231,0.751529949849669,214.180455094075,214.931985043925,58.8980392904687,220.216911970005,0.751529949849669,214.180455094075,214.931985043925,58.8980392904687,220.216911970005,7668.40673828125,7668.40673828125,-0.276138012515729,0.480722051022429,-0.0662669018016,-0.209731981501184
"58","P_1","S_64","E_74","greenberg_2012_analysis_of_post-blood","Analysis_of_post-blood_meal_flight_distances_in_mosquitoes_utilizing_zoo_animal_blood_meals","USA","Rio_Grande_Zoo,_Albuquerque","Cx. pipiens complex","Cx_quinquefasciatus",35.131,-106.683,"DNA","Outside",43,0,2,0,3,4,29,5,0,5,0,12.8,241,12,50,12.8,241,12,50,1538,0.0158966716343766,0.0104321907600596,0.516890213611525,0.0153999006458023,0.0265772478887233,0.363636363636364,0.00397268777157045,0.00260707635009311,0.129174425822471,0.0540037243947858,0.0201117318435754,0.601303538175047,"Nearctic",1942,885,0,229.385791657566,166.515761089849,2.3904278872151,209.741414229656,34.8632368765718,35.0183470833335,12.5324996905249,0,229.385791657566,166.515761089849,2.3904278872151,209.741414229656,34.8632368765718,35.0183470833335,12.5324996905249,47.3957365670967,229.385791657566,276.781528224663,168.906188977064,521.541289537652,47.3957365670967,229.385791657566,276.781528224663,168.906188977064,521.541289537652,513.520263671875,513.520263671875,0.112605440944212,0.682084670941442,-0.126984875860865,-0.322423493869916
"59","P_1","S_65","E_75","greenberg_2013_identification_of_blood","Identification of blood meal sources in Aedes vexans and Culex quinquefasciatus in Bernalillo County, New Mexico","USA","Bernalillo County,  Rio Grande Bosque","Cx. pipiens complex","Cx_quinquefasciatus",35.035,-106.687,"DNA",NA,96,0,2,9,2,1,72,10,4,6,0,12.8,241,12,50,12.8,241,12,50,1502,0.0720675944333996,0.00795228628230616,0.343190854870775,0.0636182902584493,0.0161530815109344,0.440606361829026,0.0180359475091735,0.00199017351825362,0.0858884258971329,0.0545431929846383,0.0123763915666397,0.622613346601157,"Nearctic",1919,995,0,353.542891228407,158.215523377319,2.70331474385714,191.177533640968,32.2763391887435,33.0831395493836,8.06594186577235,0,353.542891228407,158.215523377319,2.70331474385714,191.177533640968,32.2763391887435,33.0831395493836,8.06594186577235,40.3422810545159,353.542891228407,393.885172282923,160.918838121176,618.145845473275,40.3422810545159,353.542891228407,393.885172282923,160.918838121176,618.145845473275,1408.61511230469,1408.61511230469,0.200425475866136,0.553731648541802,-0.117698431254881,-0.308971612136487
"60","P_1","S_67","E_77","hernández-triana_2021_an_integrated_molecular","An Integrated Molecular Approach to Untangling Host–Vector–Pathogen Interactions in Mosquitoes (Diptera: Culicidae) From Sylvan Communities in Mexico","Mexico","Tenejapa","Cx. pipiens complex","Cx_quinquefasciatus",16.818,-92.508,"DNA","Outside",70,0,0,1,2,65,2,0,0,0,0,13.8,1201,20,72,13.8,1201,20,72,2206,0.0170569528765539,0,0.00144550448106389,0.00375831165076612,0.874530211043654,0.102052616363111,0.00427443309425487,0,0.000362240092733464,0.0107223067449105,0.828805332174165,0.118597406360936,"Panamanian",7107,1303,0,584.754120234508,29310.9222946005,1336.07359862646,243.340677867671,138.279123503441,470.733246887377,8494.05788565399,0,584.754120234508,29310.9222946005,1336.07359862646,243.340677867671,138.279123503441,470.733246887377,8494.05788565399,8632.33700915743,584.754120234508,9217.09112939194,30646.995893227,9931.16505414699,8632.33700915743,584.754120234508,9217.09112939194,30646.995893227,9931.16505414699,1680.73083496094,1680.73083496094,0.734363150675959,-0.851368520608433,0.17426971908577,0.0162129669594872
"61","P_1","S_68","E_78","hopken_2021_temporal_and_spatial","Temporal and Spatial Blood Feeding Patterns of Urban Mosquitoes in the San Juan Metropolitan Area, Puerto Rico","Puerto Rico","San Juan Metropolitan Area,","Cx. pipiens complex","Cx_quinquefasciatus",18.3912,-66.12892,"DNA","Outside",578,20,71,5,9,443,30,0,0,0,0,25.4,1803,75,27,25.4,1803,75,27,17,0.0522988505747126,0.106896551724138,0.673563218390805,0,0.155459770114943,0,0.0130672027570362,0.0267087880528432,0.168294083859851,0.00114876507754164,0.342403790924756,0,"Panamanian",4724,3155,0,2092.17574490899,281.397210732248,315.735884718075,13.5365040726549,0,0,15.399178438267,0,2092.17574490899,281.397210732248,315.735884718075,13.5365040726549,0,0,15.399178438267,15.399178438267,2092.17574490899,2107.57492334726,597.133095450323,2121.11142741991,15.399178438267,2092.17574490899,2107.57492334726,597.133095450323,2121.11142741991,1526.68603515625,1526.68603515625,-0.164722198033697,0.284284730544107,-0.0131520460607721,-0.161830100056408
"62","P_1","S_68","E_79","hopken_2021_temporal_and_spatial","Temporal and Spatial Blood Feeding Patterns of Urban Mosquitoes in the San Juan Metropolitan Area, Puerto Rico","Puerto Rico","San Juan Metropolitan Area,","Ae. aegypti",NA,18.3912,-66.12892,"DNA","Outside",18,7,9,0,0,1,1,0,0,0,0,25.4,1803,75,27,25.4,1803,75,27,17,0.0522988505747126,0.106896551724138,0.673563218390805,0,0.155459770114943,0,0.0130672027570362,0.0267087880528432,0.168294083859851,0.00114876507754164,0.342403790924756,0,"Panamanian",4724,3155,0,2092.17574490899,281.397210732248,315.735884718075,13.5365040726549,0,0,15.399178438267,0,2092.17574490899,281.397210732248,315.735884718075,13.5365040726549,0,0,15.399178438267,15.399178438267,2092.17574490899,2107.57492334726,597.133095450323,2121.11142741991,15.399178438267,2092.17574490899,2107.57492334726,597.133095450323,2121.11142741991,1526.68603515625,1526.68603515625,-0.164722198033697,0.284284730544107,-0.0131520460607721,-0.161830100056408
"63","P_1","S_69","E_80","jansen_2009_blood_sources_of","Blood_Sources_of_Mosquitoes_Collected_from_Urban_and_Peri-Urban_Environments_in_Eastern_Australia_with_Species-Specific_Molecular_Analysis_of_Avian_Blood_Meals","Australia","Cairns","Ae. aegypti",NA,-16.919,145.778,"ELISA&DNA","Outside",167,131,25,0,1,0,10,0,0,0,0,24.1,2384,41,85,24.1,2384,41,85,7,0.0602200347423277,0.250723798494499,0.187898089171975,0,0.359583092067168,0.00984365952518819,0.015059368664929,0.062699102229945,0.0469881262670142,0,0.434694468578048,0.0068056762235737,"Australian",5040,4101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875.642639160156,875.642639160156,-0.229342712330718,-0.558481699017533,1.74920384962388e-19,3.42406239645597e-18
"64","P_1","S_69","E_81","jansen_2009_blood_sources_of","Blood_Sources_of_Mosquitoes_Collected_from_Urban_and_Peri-Urban_Environments_in_Eastern_Australia_with_Species-Specific_Molecular_Analysis_of_Avian_Blood_Meals","Australia","Cairns","Cx. pipiens complex","Cx_quinquefasciatus",-16.919,145.778,"ELISA&DNA","Outside",148,4,2,0,0,0,142,0,0,0,1,24.1,2384,41,85,24.1,2384,41,85,7,0.0602200347423277,0.250723798494499,0.187898089171975,0,0.359583092067168,0.00984365952518819,0.015059368664929,0.062699102229945,0.0469881262670142,0,0.434694468578048,0.0068056762235737,"Australian",5040,4101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875.642639160156,875.642639160156,-0.229342712330718,-0.558481699017533,1.74920384962388e-19,3.42406239645597e-18
"65","P_1","S_71","E_83","jansen_2009_blood_sources_of","Blood_Sources_of_Mosquitoes_Collected_from_Urban_and_Peri-Urban_Environments_in_Eastern_Australia_with_Species-Specific_Molecular_Analysis_of_Avian_Blood_Meals","Australia","Sydney","Cx. pipiens complex","Cx_quinquefasciatus",-33.869,151.209,"ELISA&DNA","Outside",22,2,6,1,0,0,13,0,0,0,1,17.6,1244,59,25,17.6,1244,59,25,32,0.00201460589272224,0.256862251322085,0.707882145555276,0,0.0239234449760766,0.000503651473180559,0.000504032258064516,0.0642641129032258,0.177104334677419,0,0.0837323588709677,0.00264616935483871,"Australian",1824,3695,1.86141518849088e-06,4822.63747012485,0,29.2457625521369,244.89816783079,0,0,950.649045479322,1.86141518849088e-06,4822.63747012485,0,29.2457625521369,244.89816783079,0,0,950.649045479322,950.649045479322,4822.63747198627,5773.28651746559,29.2457625521369,6018.18468529638,950.649045479322,4822.63747198627,5773.28651746559,29.2457625521369,6018.18468529638,2407.9052734375,2407.9052734375,-0.680312490472062,0.41081593475696,0.0377283071625571,-0.192813003824119
"66","P_1","S_72","E_84","janssen_2015_mammalophilic_feeding_behaviour","Mammalophilic feeding behaviour of Culex quinquefasciatus mosquitoes collected in the cities of Chetumal and Cancun, Yucatán Peninsula, Mexico","Mexico","Cancun","Cx. pipiens complex","Cx_quinquefasciatus",21.168,-86.853,"DNA","Indoors",725,458,191,20,0,46,10,0,0,0,6,25.4,1054,29,52,25.4,1054,29,52,8,0.109291160689071,0.218017509178198,0.194577802880542,0.0341711380965829,0.332674385766733,0,0.0273363000635728,0.0545313272586,0.0486685032139578,0.0130677403404676,0.412658049021685,0,"Panamanian",3916,4241,0,22.0390392810178,5092.51613901178,47.6275679683972,0.980701713806373,109.783807650992,111.771496856842,231.723456648661,0,22.0390392810178,5092.51613901178,47.6275679683972,0.980701713806373,109.783807650992,111.771496856842,231.723456648661,341.507264299653,22.0390392810178,363.546303580671,5140.14370698017,476.29850215132,341.507264299653,22.0390392810178,363.546303580671,5140.14370698017,476.29850215132,11146.728515625,11146.728515625,-0.303885001877808,-0.468350869314978,-0.0582244276310626,-0.188115202995163
"67","P_1","S_73","E_85","janssen_2015_mammalophilic_feeding_behaviour","Mammalophilic feeding behaviour of Culex quinquefasciatus mosquitoes collected in the cities of Chetumal and Cancun, Yucatán Peninsula, Mexico","Mexico","Chetmula","Cx. pipiens complex","Cx_quinquefasciatus",18.506,-88.304,"DNA","Indoors",179,138,36,0,0,3,0,2,0,0,0,25.9,1183,27,55,25.9,1183,27,55,10,0.0551248923341947,0.37984496124031,0.0778064886592018,0.00689061154177433,0.430950330175136,0.00114843525696239,0.0137762789696491,0.0949271722752386,0.019444643754036,0.00193728923010691,0.412427351653871,0.000574011623735381,"Panamanian",2976,4943,0,988.73437153245,17599.6133136066,5.14772103327008,184.623087228801,131.135282193815,993.815521395701,434.448019905257,0,988.73437153245,17599.6133136066,5.14772103327008,184.623087228801,131.135282193815,993.815521395701,434.448019905257,565.583302099072,988.73437153245,1554.31767363152,17604.7610346399,2732.75628225602,565.583302099072,988.73437153245,1554.31767363152,17604.7610346399,2732.75628225602,2914.21044921875,2914.21044921875,-0.59764232348776,-0.829708410274956,-0.103220823026011,-0.226427464832104
"68","P_1","S_74","E_86","kading_2013_host_selection_of","Host Selection of Potential West Nile Virus Vectors in Puerto Barrios, Guatemala, 2007","Guatemala","Puerto Barrios","Cx. pipiens complex","Cx_quinquefasciatus",15.728,-88.595,"DNA","Outside",341,1,0,2,0,334,4,0,0,0,32,27,2753,92,41,27,2753,92,41,9,0.0670358496065287,0.293500437190324,0.0259399591955698,0,0.596619061498106,0,0.0167491989513545,0.0733323623652782,0.00648121176813283,0,0.648121176813283,0,"Panamanian",4473,4845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9161071777344,83.9161071777344,-0.324484469254817,-1.04908577134953,1.74920384962388e-19,3.42406239645597e-18
"69","P_1","S_75","E_87","kamau_2022_survival_rates_and","Patterns of Aedes aegypti abundance, survival, Human-blood feeding and relationship with dengue risk, Kenya","Kenya","Rabai","Ae. aegypti",NA,-3.915,39.605,"DNA","Outside",43,23,9,2,6,0,0,3,0,0,0,25.5,1123,20,60,25.5,1123,20,60,155,0.484473922218872,0.00391920410009044,0.0111546578233343,0,0.107024419656316,0.000904431715405487,0.12114587259706,0.000980022615906521,0.0027892951375801,0.000226159065209197,0.0843573313230305,0.00474934036939314,"Afrotropical",5198,1760,0,5244.28417938422,32211.664374876,2930.27711007135,0,11862.7781487886,55.8448951416275,1254.85538059514,0,5244.28417938422,32211.664374876,2930.27711007135,0,11862.7781487886,55.8448951416275,1254.85538059514,13117.6335293838,5244.28417938422,18361.917708768,35141.9414849473,18417.7626039096,13117.6335293838,5244.28417938422,18361.917708768,35141.9414849473,18417.7626039096,299.802368164062,299.802368164062,0.412767375149368,-0.143570551769764,1.19366786390235,0.960131055507964
"70","P_1","S_76","E_88","kamau_2023_patterns_of_aedes","Patterns_of_Aedes_aegypti_abundance,_survival,_Human-blood_feeding_and_relationship_with_dengue_risk,_Kenya","Kenya","Rabai","Ae. aegypti",NA,-3.965,39.549,"DNA","Outside",44,24,10,1,5,0,0,4,0,0,0,25.5,1123,20,60,25.5,1123,20,60,94,0.490503466988242,0.0150738619234248,0.0325595417545975,0,0.118480554718119,0.00542659029243292,0.122736873868437,0.00377187688593844,0.00814725407362704,0.000150875075437538,0.0893934821967411,0.00626131563065781,"Afrotropical",4726,2015,0,2267.21504997982,20651.2456795243,913.323087456459,0,5798.16935537016,4.76704036747054,1511.15912865429,0,2267.21504997982,20651.2456795243,913.323087456459,0,5798.16935537016,4.76704036747054,1511.15912865429,7309.32848402445,2267.21504997982,9576.54353400427,21564.5687669807,9581.31057437175,7309.32848402445,2267.21504997982,9576.54353400427,21564.5687669807,9581.31057437175,574.108642578125,574.108642578125,0.32989618556528,-0.162509764379345,0.57387697823024,0.383221576233188
"71","P_1","S_78","E_90","kek_2014_feeding_host_range","Feeding_Host_Range_of_Aedes_albopictus_(Diptera:_Culicidae)_Demonstrates_Its_Opportunistic_Host-Seeking_Behavior_in_Rural_Singapore","Singapore","Sungei_Buloh","Ae. albopictus",NA,1.312,103.732,"DNA","Outside",68,61,2,0,5,0,0,0,0,0,6,26.8,2376,158,20,26.8,2376,158,20,9,0.156259426847662,0.293514328808446,0.322171945701357,0,0.0911010558069382,0,0.0391682419659735,0.0735727788279773,0.0807561436672968,0,0.071531190926276,0,"Oriental",1610,3997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5659.3974609375,5659.3974609375,-0.626411080367849,-0.0864490200926342,1.74920384962388e-19,3.42406239645597e-18
"72","P_1","S_79","E_91","kek_2014_feeding_host_range","Feeding_Host_Range_of_Aedes_albopictus_(Diptera:_Culicidae)_Demonstrates_Its_Opportunistic_Host-Seeking_Behavior_in_Rural_Singapore","Singapore","_Murai_Farmway","Ae. albopictus",NA,1.396,103.696,"DNA","Outside",9,6,1,2,0,0,0,0,0,0,0,26.9,2473,154,22,26.9,2473,154,22,21,0.211718514044095,0.176985804892782,0.218967079432196,0,0.131682271217155,0,0.0529816340412667,0.0442899251757237,0.054795555891467,0,0.105434207542892,0,"Oriental",3447,3360,0,36.8516308746274,730019.423845506,63805.4517138245,47.8026826265247,1.28745315393241,34205.3534525926,397.764451523379,0,36.8516308746274,730019.423845506,63805.4517138245,47.8026826265247,1.28745315393241,34205.3534525926,397.764451523379,399.051904677311,36.8516308746274,435.903535551938,793824.875559331,34689.0596707711,399.051904677311,36.8516308746274,435.903535551938,793824.875559331,34689.0596707711,NA,NA,-0.230239302536494,-0.149854234028737,-1.89130974276729,1.90413533829663
"73","P_1","S_82","E_94","kek_2014_feeding_host_range","Feeding_Host_Range_of_Aedes_albopictus_(Diptera:_Culicidae)_Demonstrates_Its_Opportunistic_Host-Seeking_Behavior_in_Rural_Singapore","Singapore","Lim_Chu_Kang","Ae. albopictus",NA,1.444,103.725,"DNA","Outside",7,7,0,0,0,0,0,0,0,0,0,26.9,2473,154,22,26.9,2473,154,22,10,0.188935912938331,0.167170495767836,0.248186215235792,0,0.101571946795647,0,0.0471983084126265,0.0417610632834919,0.0619996979308262,0,0.146428032019332,0,NA,3602,3105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19540497901389,-0.054257552888273,1.74920384962388e-19,3.42406239645597e-18
"74","P_1","S_83","E_95","kek_2014_feeding_host_range","Feeding_Host_Range_of_Aedes_albopictus_(Diptera:_Culicidae)_Demonstrates_Its_Opportunistic_Host-Seeking_Behavior_in_Rural_Singapore","Singapore","Urban","Ae. albopictus",NA,1.31583333333333,103.771333333333,"DNA","Outside",12,12,0,0,0,0,0,0,0,0,0,26.8,2376,158,20,26.8,2376,158,20,22,0.130855243275914,0.261106074342702,0.387126019945603,0,0.105772136597159,0,0.032723700120919,0.0652962515114873,0.096810761789601,0,0.0664298669891173,0,"Oriental",2285,3761,0,41.0124339101586,617290.706186929,146193.583098577,57.3428705140439,10.7423652592105,65336.3781030366,325.544910693633,0,41.0124339101586,617290.706186929,146193.583098577,57.3428705140439,10.7423652592105,65336.3781030366,325.544910693633,336.287275952843,41.0124339101586,377.299709863002,763484.289285506,65771.0206834136,336.287275952843,41.0124339101586,377.299709863002,763484.289285506,65771.0206834136,8058.111328125,8058.111328125,-0.524468917307492,-0.0134533966389051,-3.01551569301386,3.14844584995468
"75","P_1","S_84","E_96","kenney_2017_entomological_investigations_during","Entomological Investigations During Early Stages of A Chikungunya Outbreak In the United States Virgin Islands, 2014","United States Virgin Islands","St._Croix","Cx. pipiens complex","Cx_quinquefasciatus",17.716,-64.697,"DNA","Outside",51,0,4,0,0,33,7,7,0,0,0,26.2,1103,43,38,26.2,1103,43,38,59,0.114697406340058,0.661095100864553,0.030835734870317,0.0340057636887608,0.10864553314121,0,0.0286846846846847,0.165333333333333,0.00771171171171171,0.0152792792792793,0.0414414414414414,0,"Panamanian",146,4591,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.912338256836,155.912338256836,-1.08056828121479,-0.536406671291955,-0.0595550301138534,-0.0512469552865477
"76","P_1","S_85","E_97","kenney_2017_entomological_investigations_during","Entomological Investigations During Early Stages of A Chikungunya Outbreak In the United States Virgin Islands, 2014","United States Virgin Islands","St._Thomas","Cx. pipiens complex","Cx_quinquefasciatus",18.324,-64.942,"DNA","Outside",17,0,3,1,1,9,0,3,0,0,0,26.3,1095,44,35,26.3,1095,44,35,13,0.00172215843857635,0.77841561423651,0.130597014925373,0,0.052812858783008,0,0.000431282346175963,0.194939620471535,0.0327055779183439,0,0.0137291546866015,0,"Panamanian",-1146,3836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7049331665039,69.7049331665039,-1.27925394559764,-0.322888875331758,1.74920384962388e-19,3.42406239645597e-18
"77","P_1","S_87","E_99","kent_2010_comparison_of_engorged","Comparison of engorged Culex quinquefasciatus collection and blood-feeding pattern among four mosquito collection methods in Puerto Barrios, Guatemala, 2007","Guatemala",NA,"Cx. pipiens complex","Cx_quinquefasciatus",15.78,-88.531,"DNA","Outside",224,1,14,0,0,208,1,0,0,0,208,27,2753,92,41,27,2753,92,41,20,0.0614981055085981,0.283007869425823,0.0125327892742641,0,0.609734771203731,0,0.015357740738045,0.0706747215954582,0.00312977654851154,0,0.514447921973943,0,"Panamanian",4410,5054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.9160995483398,83.9160995483398,-0.345608835398365,-1.09117731276921,-0.0708907524229942,-0.213171361595841
